Soft_Segment_Content,Furan_Content,Maleimide_Content,Hard_Segment_Content,NCO_OH_Ratio,Extra_Crosslinker_Content,Furan_Type,Network_Topology,Polyol_Class,Iso_Class,Soft_Mw,Constraint_Factor,Hard_Symmetry,Soft_Cryst,Synergy_Feature,healing_temperature,healing_time,pred_tensile_strength,pred_elongation,pred_healing_eff,Candidate_ID,is_pareto_3obj
0.5008583426301788,0.0,0.20994333326986445,0.2681393073440486,0.756091875029616,0.0,0,0,0,1,1978.7666765102247,0.0001,1,1,0.5289884787942325,80,24,45.44246849319906,655.92645,80.66032229418254,Virtual_00013,True
0.5269187045410736,0.003412200324030791,0.0,0.40762,0.4315811137154171,0.0,0,0,0,0,1977.9659365104194,0.00021495997044164694,0,1,0.47908638880731835,120,1,44.816978050634596,1029.5222,63.3827691011029,Virtual_00213,True
0.5607508142535592,0.0373912222852985,0.11581654767498638,0.25559612154182143,0.8185394570328802,0.0,1,1,1,0,2000.0,0.0001,0,1,0.03010260092596981,60,48,25.352317282410837,1002.43396,85.76128524860246,Virtual_00306,True
0.5163726463619548,0.06359593325346671,0.013032857680520604,0.40762,1.0,0.0,0,1,0,0,1045.7494923756838,0.0004,0,1,0.004719849367391281,80,24,27.528841645477627,930.85187,89.70310699181003,Virtual_00359,True
0.5146169132759459,0.0,0.219412166470568,0.2709639026814066,0.8236594255948176,0.0,0,0,0,1,1906.0131514794682,0.00013534237096837025,1,1,0.517431392577019,100,24,43.66996953030424,688.5575,81.7271647512784,Virtual_00432,True
0.3997781309399017,0.1717,0.18664209119223346,0.22396054413925442,0.5164605263009956,0.0,0,0,1,1,1999.4018720713996,0.00011050083255616415,1,1,0.3507270629343637,60,16,40.06221480193244,213.91763,86.17139738655267,Virtual_00613,True
0.49178032457549187,0.010610275722039183,0.03574333530429043,0.40762,0.4175996103209802,0.0,0,0,0,1,1958.8993950590705,0.0002104425111263195,1,1,0.5874854293948629,60,16,49.45556903899309,813.6917,66.94537418144328,Virtual_00716,True
0.48872066379473234,0.06093410816737483,0.02971565875151154,0.40762,0.9736242065978,0.0,0,1,0,0,1000.0,0.0004,0,1,0.0,80,24,28.01051118844076,892.27216,89.68658679407356,Virtual_00728,True
0.5060425421914333,0.0,0.18590185037380008,0.30868508345897533,0.7481572055020093,0.0,0,0,0,1,2000.0,0.0001,1,1,0.576549225882504,75,24,47.78154286125475,684.7905,78.19485063400646,Virtual_00737,True
0.5044906518496105,0.013028316640911622,0.21593083876905278,0.28519644876306754,0.7842802685990404,0.0,0,0,0,1,1977.9169410525578,0.0001,1,1,0.509281669277525,120,15,45.70315242390589,639.1181,81.42538383752277,Virtual_00760,True
0.42268082665297263,0.1717,0.1608522656721935,0.24949890655473228,0.6322024090314182,0.0,0,0,0,0,1851.405185986399,0.0001107557176712112,1,1,0.44863788357964357,60,16,29.276389645800464,313.6606,93.09245136358217,Virtual_00955,True
0.522798020629208,0.0,0.013412907384091151,0.40762,0.41358637276183197,0.0,0,0,0,1,1993.2550376147167,0.0001917747555822345,0,1,0.4849583801173485,110,10,49.2141260100611,922.98505,56.41560038821139,Virtual_01012,True
0.5387004502701404,0.0,0.01257915351227681,0.40762,0.47667358878613997,0.0,0,0,0,1,2000.0,0.00017979510347122975,1,1,0.5279464205579901,60,16,47.02797377119827,973.11707,66.68983371275318,Virtual_01133,True
0.4544526560061267,0.11074210255642257,0.2176019671628012,0.21435983859548086,0.5200507311737294,0.0,0,0,0,0,1028.0285652058915,0.00019543986051608682,1,1,0.3942796261256814,70,4,16.337885947532975,198.39896,98.03220807400201,Virtual_01169,True
0.531729390611357,0.0,0.19765844944218605,0.28890967871037865,0.8083102342172394,0.0,0,0,0,1,1822.0646552341132,0.0001,1,1,0.5160338556485341,60,16,42.90626659482131,685.88727,82.86067342514524,Virtual_01218,True
0.6596204447154295,0.060647037594239284,0.13377315418139207,0.11604,0.4913992244050083,0.0,2,1,1,0,2000.0,0.0001,0,1,0.0,60,48,15.154167292472044,1065.5417,80.26479978255897,Virtual_01263,True
0.47110926611594106,0.071083978021422,0.035963576000828654,0.37293936228127994,0.949498752467866,0.0,1,0,0,0,1000.0,0.0004,1,1,0.0,60,16,25.32246844713313,521.35425,94.4457607574686,Virtual_01289,True
0.5141307126828761,0.0002783151652213174,0.0,0.40762,0.4353818417877735,0.0,0,0,0,0,1994.8402409500272,0.0001901581557962718,1,1,0.49670746245114616,60,6,42.60252306724851,951.49817,72.92779122542053,Virtual_01414,True
0.6834349262887792,0.06447522861784773,0.10362816694176132,0.13548414650532473,0.502857175014239,0.0,2,0,1,0,2000.0,0.0001,0,1,0.0,100,24,19.629317191193397,1178.3457,72.90051092811564,Virtual_01437,True
0.5100330380776829,0.0005091623221117706,0.22072,0.30027325223679446,0.7121048378551926,0.0,0,0,0,1,2000.0,0.0001,1,1,0.5719046813293338,100,24,47.551443004012555,694.0287,78.44376761804517,Virtual_01602,True
0.48005103136178184,0.0,0.0,0.40762,0.48221250566711527,0.0,0,0,0,0,1999.8410721008063,0.00020725766431927426,1,1,0.522628564204733,60,16,44.08371146162069,870.40204,73.18795884638912,Virtual_01617,True
0.5765873121248424,0.031858778772973245,0.1235382779247734,0.2640379027752792,0.7088472003140129,0.0,1,1,1,0,2000.0,0.0001,0,1,0.04881167306257781,80,24,25.95029204380042,995.662,83.03823425023675,Virtual_01645,True
0.41442058898581824,0.1717,0.16196947214507676,0.22218434311240096,0.5981737124695033,0.0,0,0,0,1,1979.5654533263182,0.00010667154357474672,1,1,0.4545358098860167,60,6,38.49999976035419,285.0296,86.04225297501307,Virtual_01726,True
0.6243510223418736,0.03053010182426725,0.11806376653441197,0.25658312928914706,0.7424120144751941,0.0,1,0,1,0,2000.0,0.0001,0,1,0.0,90,3,29.85330347795775,948.9217,80.82435357074954,Virtual_01776,True
0.4454823825121284,0.10891385179135919,0.18492424155857448,0.2555053240117777,0.6982439736924906,0.0,0,0,0,1,2000.0,0.00010961248251476086,1,1,0.4235717033569173,70,4,42.359936722412,329.54684,85.61613204874278,Virtual_01790,True
0.4920058080428831,0.06490039015308112,0.030499025111081924,0.40762,0.9487506355373204,0.0,1,0,1,0,1065.2926312319967,0.0004,0,1,0.04904912362686136,75,24,29.63658137091462,945.2256,85.19901614640355,Virtual_01809,True
0.4950623456458178,0.031183831450261296,0.18833028642326796,0.27945620278365424,0.6951832627549676,0.0,0,0,0,0,2000.0,0.00010421228498159481,1,1,0.4896095741139955,120,3,38.272540982177155,690.98517,87.31221615276706,Virtual_01966,True
0.48450713182508937,0.052245389658003585,0.21435386289558866,0.2870753330873756,0.6750037281664116,0.0,0,0,0,1,1989.1465388130514,0.0001006232722972571,1,1,0.4779203878437384,60,16,45.581302394806535,574.5707,82.40463357599471,Virtual_02043,True
0.4918317024729927,0.059214018784064563,0.048544372061348,0.40762,0.9871841418628798,0.0,1,1,0,0,1000.0,0.0003867123212824958,1,1,0.0,100,24,23.981196642954536,837.2912,93.55772070256805,Virtual_02082,True
0.6231467116660722,0.0248658294040506,0.12279666681698892,0.23035131815184529,0.804164453912736,0.0,1,1,1,0,2000.0,0.0001,1,1,0.0,60,16,19.724617309742214,834.54865,94.82325055114721,Virtual_02085,True
